user_ID,Name,Age,Gender,City,Education_Level,Monthly_Income,Marrige_Status,Date_of_order,Product_order_count,Order_Amount_INR,Wallet_Balance_INR,Total_Order_INR
192100,,28,Female,Delhi,Graduate,46873,Married,11-06-2024,,6183,18275,5853
192101,,18,Male,Delhi,12th,45167,Single,19-11-2023,6,1358,17869,8474
192102,,23,,Chennai,Postgrad,88083,Single,14-10-2025,3,9943,33220,27998
192103,,26,Male,Delhi,Postgrad,,Single,17-02-2024,3,5387,22238,20059
192104,,19,Male,Delhi,Graduate,,Single,15-06-2023,3,4718,19768,12511
192105,,39,Male,Mumbai,12th,42420,,06-03-2023,1,14625,20142,13698
192106,,30,Female,Delhi,10th,36796,Single,13-03-2024,1,9666,13382,9369
192107,,,Male,,12th,,Single,18-12-2024,2,5834,17914,12960
192108,,27,Male,Delhi,Graduate,74965,Married,24-05-2025,4,5949,,23862
192109,,31,Male,,Postgrad,,Single,,6,5790,16200,36670
192110,,,Male,,12th,45092,Married,07-08-2025,3,5605,19800,12827
192111,Nikhil Kansal,38,Male,Pune,Graduate,57231,Single,02-05-2025,0,14741,16639,16437
192112,,,Female,Delhi,Graduate,,Married,11-07-2023,1,19460,27265,22206
192113,,29,,Delhi,Graduate,38806,Single,12-05-2023,2,4210,13175,9890
192114,Neha Singh,29,Female,Delhi,12th,30120,Single,25-09-2025,2,5829,12722,11820
192115,,,Female,Delhi,12th,22538,Single,24-12-2024,1,13209,10165,13294
192116,,,Male,Jaipur,12th,,Married,31-07-2023,,6353,,5641
192117,,25,Female,Jaipur,Graduate,73323,Single,,4,3426,25815,16583
192118,,29,Female,Delhi,Graduate,57951,Single,21-03-2023,3,7577,20786,26001
192119,,35,Female,Lucknow,12th,23349,Divorced,17-08-2023,3,2888,3684,7648
192120,,26,Female,Hyderabad,12th,46846,Married,30-08-2024,3,1912,,8026
192121,,,Male,Delhi,Graduate,50197,Single,24-09-2024,2,11260,15608,20511
192122,,,Male,Delhi,Graduate,61519,Married,04-02-2025,3,7211,18402,19711
192123,,20,Male,Delhi,,46905,Single,18-01-2024,,21594,16485,20871
192124,,39,Female,Delhi,12th,,Single,17-07-2024,5,,14097,10603
192125,,,Male,,Graduate,55544,Married,28-01-2025,4,4200,20237,16252
192126,,,Female,Mumbai,Graduate,,Single,05-10-2025,3,7304,,19224
192127,,33,Male,Kolkata,Graduate,49931,Single,21-01-2023,3,3484,18155,11304
192128,,39,Male,Bengaluru,Graduate,61702,Married,20-04-2024,4,5397,20415,25419
192129,,21,Male,Bengaluru,12th,48640,Single,25-05-2025,5,3959,20694,18303
192130,Deepak Jain,23,Male,Ahmedabad,Graduate,48155,Single,28-05-2024,4,4411,18157,15125
192131,,27,Male,Delhi,Postgrad,80310,,26-01-2025,2,13634,,26408
192132,Karan Gupta,18,Male,Bengaluru,Postgrad,75864,Single,07-11-2025,4,5887,26007,23044
192133,,26,Male,Bengaluru,Graduate,66136,Single,25-02-2025,3,6863,25187,21540
192134,,35,Female,Hyderabad,Graduate,62499,Single,23-04-2024,,15529,24500,15547
192135,Priya Agarwal,33,Female,Mumbai,Graduate,,Single,16-07-2023,3,8662,20795,23855
192136,,27,Female,Delhi,Postgrad,87695,Single,17-11-2023,,35140,33117,30536
192137,,22,Male,Delhi,Graduate,65221,Married,29-12-2025,4,,25854,23768
192138,,,Male,Delhi,10th,38325,Married,19-06-2024,4,3125,10815,12774
192139,,27,Male,Pune,Postgrad,72012,Single,31-05-2024,4,6720,26620,24349
192140,Neha Jain,33,Female,Lucknow,,60277,Single,21-12-2024,0,23017,33836,23530
192141,Rahul Mehta,30,Male,Mumbai,Graduate,62390,Married,07-06-2023,5,4929,20392,25604
192142,Sahil Patel,32,Male,Delhi,Graduate,58421,Single,10-08-2023,2,11346,23718,23605
192143,,36,Male,Delhi,12th,31410,Single,02-09-2025,2,6383,14443,13365
192144,,27,Male,,Graduate,49877,,24-10-2025,3,4813,18872,13218
192145,,27,Male,Bengaluru,Postgrad,70402,Single,08-03-2025,6,5484,21421,35962
192146,,31,Female,Delhi,Postgrad,74689,Married,08-04-2025,2,11553,32212,25014
192147,,35,Male,Mumbai,Graduate,73385,,09-06-2025,3,8387,23968,28029
192148,,20,Male,Delhi,Postgrad,69787,Single,04-02-2023,4,4845,22744,
192149,Sneha Yadav,28,Female,,,58336,Single,21-02-2023,4,4202,20311,17939
192150,,,Male,Ahmedabad,12th,48788,Married,21-11-2025,3,,27811,11047
192151,Aman Singh,22,Male,,Postgrad,60697,Married,20-05-2025,4,,23392,20846
192152,,36,Male,Delhi,Graduate,67112,Single,31-01-2023,2,5330,19781,10910
192153,,28,Male,Delhi,10th,37609,Single,29-12-2024,0,13721,12818,13024
192154,,22,,Mumbai,12th,47713,Single,12-09-2025,0,10291,19547,14424
192155,,31,Male,Jaipur,10th,30512,,22-05-2025,3,,10004,10167
192156,,28,Male,Delhi,Graduate,56066,,12-03-2025,0,16516,22851,
192157,,24,Female,Delhi,Graduate,54573,Married,03-09-2025,4,7024,17400,23965
192158,,32,Male,Delhi,Graduate,58481,Single,17-10-2023,2,6346,19494,12917
192159,Pranav Kansal,,Male,,10th,31355,Single,15-03-2024,0,,,
192160,,28,Male,Delhi,Graduate,56916,Single,20-09-2025,2,7187,20496,14122
192161,Nikhil Singh,,Male,,,40247,Single,08-01-2025,5,2512,12002,11234
192162,,28,Male,Delhi,Graduate,42759,Single,20-07-2023,3,8411,17915,22010
192163,,36,Male,Delhi,Graduate,60228,Married,21-03-2024,2,11919,26713,23616
192164,,37,Male,Lucknow,Postgrad,92603,Single,23-06-2025,3,10763,,28707
,Kritika Yadav,,Female,Delhi,Graduate,55469,Single,22-07-2023,3,5469,20976,13080
192166,,24,Male,,Postgrad,65771,Single,25-04-2025,3,9239,21883,24185
192167,,,Female,Bengaluru,10th,23770,Single,05-06-2025,1,11647,8157,11136
192168,Anjali Sharma,,Female,Delhi,Postgrad,,Single,30-07-2024,1,23046,14633,24789
192169,Rahul Verma,,Male,Delhi,Graduate,45977,Single,11-04-2025,2,10954,20936,19949
192170,,23,Female,,Graduate,48734,Single,28-10-2024,2,6326,20270,10689
192171,,30,Male,Mumbai,12th,39448,Single,12-10-2025,3,3429,12198,10411
192172,Vikram Yadav,20,Male,Delhi,Postgrad,70995,Married,17-04-2024,1,32484,23026,26745
192173,Deepak Gupta,21,Male,Delhi,Graduate,55714,Single,31-07-2025,3,9105,21753,26042
192174,,27,Female,Delhi,Graduate,54875,Single,29-10-2025,4,,19420,22919
192175,,29,Female,,Postgrad,83194,Single,30-10-2023,4,9151,,30335
192176,,19,Female,Ahmedabad,Graduate,59355,Single,12-10-2024,1,22046,21810,17735
192177,,31,Female,Delhi,Graduate,47784,,26-01-2023,2,9525,16129,19237
192178,,39,Male,,Graduate,,Married,19-02-2023,4,7488,22366,25468
192179,Arjun Patel,43,Male,,Graduate,51307,Single,13-01-2023,2,,24972,20057
192180,,29,Female,,,54770,Single,13-09-2025,4,4569,,20332
192181,,27,Male,Delhi,Postgrad,75182,Single,,3,12191,30633,33033
192182,,31,Male,Pune,,66671,Single,05-01-2025,2,9398,26292,21617
192183,,,Female,Mumbai,Graduate,49604,,,4,2072,,10676
192184,,,Male,Pune,12th,,Single,01-04-2023,3,7315,18069,21553
192185,,39,Female,Bengaluru,,49127,Married,08-09-2024,0,17071,17178,16381
192186,,,Male,Delhi,Postgrad,88640,Single,15-12-2025,4,9668,38506,36619
192187,Arjun Jain,27,Male,Delhi,Graduate,54661,Married,11-04-2023,3,5835,21123,20524
192188,,,Female,Pune,10th,34707,Married,03-12-2025,6,951,,4990
192189,,18,Male,Lucknow,10th,27755,,07-03-2025,,,10292,10118
192190,,26,Male,Hyderabad,,62175,,23-07-2024,1,,24645,15586
192191,Karan Kansal,,Male,Delhi,,46567,Married,21-12-2023,,2861,14600,3346
192192,,26,Male,Kolkata,Graduate,52440,Single,20-12-2025,3,7668,10885,24173
192193,Pranav Jain,30,Male,Pune,Graduate,46950,Single,29-03-2023,4,5566,11045,24377
192194,,35,Male,Jaipur,Graduate,,Single,,2,4715,23604,10609
192195,Priya Jain,39,Female,Chennai,Graduate,40075,Single,20-07-2023,1,,15921,14958
192196,,24,Female,,Postgrad,81135,Married,26-09-2025,3,7697,25199,31382
192197,,30,Male,Lucknow,10th,26459,Married,11-06-2024,1,11696,8597,11520
192198,,,Female,Mumbai,Postgrad,93689,Married,13-04-2024,3,9868,39320,33608
192199,Sneha Sharma,29,Female,Mumbai,,48210,Married,13-09-2025,6,4606,18387,28246
192200,,27,Female,Delhi,Postgrad,87603,Married,03-04-2025,,33288,42547,32636
192201,,26,Female,Delhi,12th,23205,Single,07-10-2025,2,3817,10546,7707
192202,,27,Male,Delhi,Graduate,41650,,15-08-2025,1,16671,20602,14462
192203,,25,Male,Delhi,12th,27202,Single,18-07-2025,4,1392,13087,5832
192204,,31,Female,Delhi,Graduate,59952,Single,,3,4381,26867,15530
192205,,,Male,Delhi,Graduate,,,30-09-2025,0,13347,23188,14386
192206,Deepak Yadav,20,Male,Kolkata,Graduate,,Single,11-03-2024,2,9729,19162,22077
192207,,23,Male,Hyderabad,Graduate,71604,Divorced,,3,6639,25949,19227
192208,Arjun Patel,29,Male,Delhi,12th,42573,Single,07-05-2025,4,4131,21293,17401
192209,,24,Female,Mumbai,Postgrad,97915,Single,06-01-2025,5,8043,38374,35746
192210,,25,Male,Lucknow,Graduate,53117,Single,07-10-2025,2,6689,14422,13853
192211,,35,Female,,12th,26756,Single,29-04-2023,0,4805,12290,4422
192212,,30,Male,Ahmedabad,Graduate,59119,Single,06-08-2023,2,8833,20227,18986
192213,,33,Female,Delhi,Postgrad,79331,Married,23-02-2023,1,,33334,32551
192214,,24,Male,Bengaluru,,66754,,08-08-2024,3,4473,26162,14837
192215,,36,Male,Pune,Graduate,69082,Married,06-01-2023,2,13733,26237,25819
192216,,24,Male,Hyderabad,Graduate,59760,,27-05-2025,7,3337,21835,24270
192217,,18,Female,Delhi,Postgrad,90101,,11-08-2025,4,7758,39034,27060
192218,Rahul Jain,29,,Delhi,Postgrad,75786,Single,,0,24376,34446,24762
192219,,28,Male,Delhi,Graduate,71751,Single,21-01-2023,4,,28927,19278
192220,,23,Female,Hyderabad,10th,,Single,26-01-2024,1,5150,18338,5294
192221,,30,Male,Mumbai,12th,41281,Single,22-12-2024,4,,20389,18918
192222,,26,Male,Delhi,Postgrad,83962,,09-03-2024,5,6918,35063,30317
192223,,35,Male,Delhi,Postgrad,71820,Single,03-02-2023,3,12038,26396,38286
192224,Isha Gupta,26,Female,Bengaluru,Postgrad,92126,Single,01-12-2023,2,17402,39592,37258
192225,Nikhil Singh,,Male,Hyderabad,Postgrad,82908,Single,13-12-2025,2,17770,31026,30823
192226,Nikhil Patel,20,Male,Hyderabad,Postgrad,82123,Single,03-02-2024,1,24906,30495,26961
192227,,34,Female,Mumbai,,82648,Single,06-04-2023,3,7961,,29869
192228,Sneha Verma,,Female,Delhi,Graduate,60672,Single,28-05-2024,7,,,24265
192229,,28,Female,Delhi,Postgrad,67981,Single,27-01-2025,6,3457,24185,21513
192230,,,Male,Delhi,Postgrad,,Single,18-04-2023,2,10246,21211,20034
192231,,,Male,Bengaluru,Graduate,57996,,26-01-2025,2,,27539,21234
192232,,28,Male,Delhi,Graduate,61080,Single,19-04-2023,,20978,21857,20324
192233,Neha Yadav,25,Female,Jaipur,Postgrad,77554,Single,,1,15431,28502,15059
192234,,29,Male,Lucknow,Postgrad,81686,Single,20-03-2023,1,28585,36289,32069
192235,,31,Male,Delhi,Graduate,56874,Married,14-10-2024,,28503,,23778
192236,,,Female,Delhi,Graduate,68260,Married,11-05-2025,,23009,21979,22647
192237,,,Female,Delhi,12th,22748,Single,08-10-2024,3,4475,3111,14429
192238,Kritika Agarwal,24,Female,Delhi,Graduate,62371,Married,01-01-2024,1,14511,25996,16191
192239,,29,Female,Ahmedabad,Postgrad,65546,Divorced,30-06-2023,4,6381,22881,23866
192240,,30,Male,Mumbai,Postgrad,,Single,11-11-2024,0,25521,20178,27601
192241,,21,Female,Ahmedabad,,,Single,28-08-2025,0,15393,22807,15357
192242,Anjali Jain,23,Female,Delhi,12th,,Single,28-12-2024,5,54,17536,100
192243,,32,Female,Delhi,12th,37926,Single,08-03-2024,2,6744,13352,13541
192244,,22,Male,Kolkata,Postgrad,83260,Single,01-12-2025,4,6472,29765,30527
192245,,33,Male,Lucknow,10th,29941,Single,05-08-2025,0,8292,1504,7797
192246,,,Male,,Postgrad,72503,,08-10-2024,4,7326,29073,25955
192247,,29,Female,Delhi,10th,54286,Married,21-07-2024,,,21824,19053
192248,,27,Female,Pune,12th,50070,Married,09-12-2023,4,4356,,18318
192249,,36,Male,Pune,10th,37965,Single,11-10-2023,3,3028,13291,9846
192250,,28,Male,,Postgrad,,Single,07-09-2024,7,5444,24499,33366
192251,Rahul Agarwal,,Male,Pune,12th,36410,Single,25-07-2025,2,4551,13689,9815
192252,Vikram Patel,26,Male,Delhi,10th,47075,Single,17-11-2024,3,,16402,18435
192253,Sneha Mehta,43,Female,Bengaluru,,,Single,31-08-2024,3,1116,19166,3135
192254,,23,Male,,10th,28708,Single,14-09-2023,0,9641,10012,12474
192255,,29,Female,,12th,33139,Single,10-07-2025,,10199,11996,10179
192256,,23,Male,Delhi,Graduate,58275,Single,01-05-2024,1,14205,19996,11308
192257,Arjun Sharma,,Male,Delhi,Graduate,46801,Single,08-09-2023,1,18923,23650,16491
192258,,33,Male,Pune,Graduate,46097,Single,18-01-2024,2,4720,12895,9521
192259,,24,Male,Delhi,,58642,Married,25-06-2023,,20951,23421,21555
192260,Aman Mehta,,Male,Lucknow,Postgrad,92993,Married,29-02-2024,3,10992,33788,30915
192261,,23,Male,Delhi,Graduate,,Single,15-05-2024,1,17688,22378,14624
192262,,30,Male,Delhi,10th,25722,Single,22-05-2025,3,2184,,6912
192263,,32,Male,Jaipur,Graduate,41717,Single,,2,5626,,11871
192264,,31,Male,,Postgrad,57360,Single,07-10-2025,3,6566,,21895
192265,Priya Yadav,30,Female,,Graduate,64871,Single,25-06-2025,5,4783,,25840
192266,,,Male,Mumbai,Graduate,61480,Single,11-07-2024,3,9186,,27253
192267,,33,Male,Delhi,Graduate,61452,Married,28-04-2025,2,9541,25396,19380
192268,,,Male,Delhi,Graduate,55960,Divorced,24-03-2025,2,8406,24068,
192269,,27,Female,Delhi,Graduate,44363,Single,26-12-2023,1,13753,,11862
192270,,29,Male,,12th,44532,Married,30-12-2023,6,3102,16730,
192271,,28,Female,Delhi,,44538,,03-08-2023,2,6673,16700,12305
192272,Isha Yadav,25,,,Graduate,48950,Single,12-10-2024,2,7056,14221,12937
192273,,,Female,Bengaluru,12th,38025,Single,08-12-2025,,15006,13483,15195
192274,,21,Female,Delhi,Graduate,60860,Married,20-02-2025,4,5924,29579,23063
,Aman Yadav,28,,Hyderabad,Graduate,,Single,20-06-2023,5,4550,,23048
192276,,28,Male,Jaipur,Postgrad,,Single,10-06-2024,5,4456,22714,25996
192277,,,Female,,12th,,Single,25-01-2023,0,,18178,9274
192278,Riya Agarwal,22,Female,Chennai,12th,53261,Single,25-12-2024,2,,24194,11231
192279,,22,Male,Hyderabad,,,Single,04-01-2023,2,11847,25010,24116
192280,,34,Male,Chennai,Graduate,63072,Single,19-09-2023,5,,20571,20534
192281,Priya Jain,35,,Bengaluru,10th,45936,Single,16-11-2025,3,5459,10535,15163
192282,,,Female,,Graduate,49911,Married,31-12-2025,2,,18887,18736
192283,,27,Male,Delhi,10th,29547,Single,23-08-2023,4,5116,,17225
192284,,22,Male,Pune,,43270,Married,05-09-2023,5,3071,8758,15248
192285,,35,Male,Delhi,Postgrad,86575,Married,04-06-2025,6,7836,,42262
192286,,31,Female,Delhi,Postgrad,,Single,26-09-2023,1,34884,23823,35306
192287,,29,,Delhi,12th,35833,Single,04-04-2023,2,8965,11938,14963
192288,,25,Male,Delhi,Postgrad,78177,Single,29-07-2024,3,8280,,18918
192289,Arjun Jain,34,Male,Lucknow,,79614,Single,27-11-2024,5,6061,28553,26852
192290,,,Male,Bengaluru,12th,42514,Single,11-07-2025,4,3923,14426,17816
192291,,36,Male,Delhi,12th,53270,Single,20-12-2025,,13966,17250,14119
192292,,33,Female,Delhi,Postgrad,96636,Divorced,17-09-2024,4,7826,31526,24865
192293,,27,Female,Delhi,,65910,Married,11-05-2024,2,8889,24594,17908
192294,Arjun Yadav,20,Male,Lucknow,Graduate,,Single,19-04-2023,2,6607,23996,14160
192295,,29,Male,Delhi,Graduate,49574,Divorced,06-03-2023,2,10345,24094,20578
192296,,31,Male,Lucknow,Graduate,48962,Single,15-03-2023,1,7736,17398,8154
192297,,27,Male,Delhi,Graduate,42689,Single,01-06-2025,2,2522,15373,5467
192298,,26,Female,Hyderabad,Graduate,44153,Married,14-10-2025,1,14329,11583,15473
192299,,30,Female,Lucknow,Graduate,47107,Single,29-06-2025,2,8795,14665,17537
192300,,31,Male,Delhi,10th,38065,Single,25-09-2025,2,8357,15816,15138
192301,Neha Gupta,23,Female,Delhi,10th,26169,Single,11-01-2023,3,2717,4639,9368
192302,,25,Female,Pune,Graduate,53070,Single,04-08-2025,2,6944,22540,14942
192303,,24,Female,Jaipur,Graduate,50608,Single,21-02-2023,3,2536,12438,9078
192304,,24,Male,Pune,,64541,Married,01-05-2024,1,17428,31109,20350
192305,,37,Female,Delhi,10th,,Single,07-01-2024,1,15980,,16152
192306,,28,Male,Pune,Graduate,61144,Married,11-02-2024,2,12929,,28398
192307,,21,Male,Delhi,12th,30487,Single,23-03-2025,0,16017,19816,14254
192308,Deepak Singh,,Male,Chennai,Postgrad,71500,Married,07-03-2025,2,9376,26169,19091
192309,,25,Male,Delhi,Postgrad,81063,Single,05-09-2024,5,5690,,31415
192310,,28,Male,Delhi,Graduate,31245,Single,25-06-2023,3,2658,9673,7998
192311,,33,Male,Delhi,Postgrad,447776,Married,07-12-2024,2,14583,159281,26804
192312,,31,Male,Delhi,Graduate,44114,Divorced,14-12-2025,2,5965,14223,12844
192313,,,Female,Pune,Graduate,53529,Married,,5,,18586,25597
192314,Arjun Yadav,19,Male,Pune,Postgrad,78614,Single,02-09-2024,7,,36409,36967
192315,,31,Male,Delhi,Graduate,52333,Married,20-02-2023,2,4209,14223,8242
192316,,33,Male,,,,Single,19-02-2025,0,29826,29360,24835
192317,,31,Female,Delhi,Graduate,51282,Married,04-04-2023,1,19669,18908,18966
192318,,,Male,,10th,19750,Single,29-10-2025,2,3956,,7277
192319,,31,Male,Delhi,Graduate,,Married,18-06-2025,4,5170,,24568
192320,,,Male,Kolkata,10th,20878,Single,07-03-2025,0,,7510,
192321,,,,Lucknow,Postgrad,80659,Married,10-11-2023,4,7170,28623,25631
192322,,31,Female,Jaipur,Graduate,51157,Single,25-09-2025,,11471,24366,14429
192323,,41,Male,Delhi,12th,26477,Married,05-04-2025,2,4976,5861,9997
192324,Pooja Verma,,Female,Delhi,Graduate,53066,Single,16-02-2023,6,3332,,24003
192325,Anjali Singh,18,Female,Lucknow,Graduate,57344,,18-07-2024,1,22023,25079,19548
192326,,18,Male,,12th,24091,Single,11-09-2024,2,2315,8268,3949
192327,,34,Female,Bengaluru,Postgrad,87072,Single,31-01-2025,5,7868,27380,34535
192328,,,Female,Lucknow,12th,29186,,02-03-2025,2,2289,9443,4638
192329,,,Female,Kolkata,Graduate,47813,Single,16-07-2025,,,23726,13112
192330,,25,Male,,Graduate,48730,Divorced,01-09-2023,1,21057,26865,19458
192331,,35,Male,Delhi,Graduate,,Divorced,02-03-2023,4,3892,22884,13081
192332,,29,Male,Ahmedabad,,90298,Married,03-08-2023,5,5547,36878,32052
192333,,33,Male,,Graduate,43449,,18-06-2023,1,,8638,13245
192334,Priya Yadav,28,Female,Delhi,Graduate,88104,Married,02-03-2024,3,8036,23706,22709
192335,Arjun Gupta,,Male,Mumbai,Postgrad,97006,Single,27-03-2025,1,32642,37154,33035
192336,,28,Female,Chennai,12th,27537,,15-05-2023,2,9162,15102,18731
192337,,31,Female,Delhi,Postgrad,77399,Single,28-01-2025,1,24918,34237,25900
192338,Sahil Singh,27,Male,Kolkata,,,Single,09-02-2024,2,13405,18505,30475
192339,Aarti Kansal,34,Female,Delhi,Graduate,58627,Married,10-08-2025,2,5099,24611,11958
192340,,29,Male,,Graduate,44957,Single,10-07-2024,4,,18247,14871
192341,Vikram Kansal,26,Male,Delhi,12th,39417,Single,,3,4307,,12543
192342,Pranav Verma,30,Male,Delhi,12th,29565,Married,06-10-2024,5,,12785,13192
192343,,31,Male,Hyderabad,Graduate,46313,Single,21-11-2025,4,3026,9382,12060
192344,,32,Male,Ahmedabad,Postgrad,74566,Single,18-10-2025,2,16128,,29485
192345,,24,Male,Kolkata,12th,31658,Single,27-09-2023,2,6562,7946,14069
192346,Anjali Agarwal,33,Female,Delhi,,51386,Single,01-12-2024,4,2704,10575,13201
192347,,27,Male,Delhi,Postgrad,86262,Single,04-12-2024,0,32183,31792,30129
192348,,38,Female,Delhi,10th,19535,Single,09-03-2025,4,,13941,12500
192349,,29,Male,Delhi,Graduate,50061,Single,23-01-2025,2,10180,13531,20070
192350,,27,Female,Delhi,Graduate,51746,Single,19-12-2023,6,,22577,17448
192351,Deepak Patel,28,,Mumbai,Postgrad,91037,,22-07-2025,4,8907,,39192
192352,,35,Male,Jaipur,Graduate,47641,Single,20-05-2024,2,6255,16423,13467
192353,Nikhil Yadav,35,Male,Delhi,12th,28424,Single,16-02-2023,3,4367,,16709
192354,,34,Male,Mumbai,,73425,Single,31-07-2023,4,8613,26141,30756
192355,Anjali Gupta,18,Female,Kolkata,,39662,Single,12-12-2023,1,2733,8333,2787
192356,Riya Sharma,26,Female,Pune,Graduate,54323,Single,23-05-2025,0,18835,23186,19746
192357,,27,Male,Delhi,Graduate,49816,Single,14-11-2024,3,7468,20182,18886
192358,Arjun Mehta,35,Male,Delhi,10th,36535,Single,29-04-2025,1,19189,12429,16384
192359,,,Female,,12th,,Single,13-08-2025,1,13684,25540,14396
192360,,28,Male,Delhi,Graduate,75913,Single,19-07-2025,6,3462,22297,22454
192361,Riya Agarwal,22,Female,,12th,53499,Single,09-02-2023,1,8151,18940,10308
192362,Meera Kansal,29,Female,Delhi,12th,35250,Single,19-12-2024,4,3641,,16592
192363,,31,Female,Delhi,Postgrad,81602,Single,20-11-2025,3,8989,26642,31373
192364,,33,Female,Chennai,,91548,Single,15-05-2023,1,28748,33572,30978
192365,,34,Female,,Graduate,42210,Single,23-07-2025,3,4342,17885,12140
192366,,28,Female,Delhi,Graduate,58376,Single,08-06-2023,,,22292,18126
192367,,,Male,Delhi,Postgrad,75524,Single,29-03-2025,8,4829,28166,37825
192368,Kritika Verma,25,Female,Delhi,12th,56932,Single,21-07-2025,4,2828,17401,11911
192369,Sneha Yadav,,Female,Delhi,10th,29571,,26-07-2025,1,2468,16787,2339
192370,,34,Male,,Postgrad,78381,Single,18-05-2024,2,15912,32860,28689
192371,,34,Female,Ahmedabad,Graduate,54442,Single,13-11-2025,1,8942,23776,9055
192372,,,Female,Hyderabad,10th,37797,Single,18-04-2025,6,3654,5054,20380
192373,,,Male,Ahmedabad,12th,27170,Single,16-05-2023,1,9669,8397,12956
192374,,27,Female,Delhi,Graduate,59741,Single,14-11-2023,3,8383,22984,22312
192375,,40,Male,Jaipur,Graduate,61068,Single,21-06-2024,3,6390,15732,17391
192376,,23,Male,Ahmedabad,Graduate,63099,Married,28-06-2024,2,9805,32709,17422
192377,,33,Female,,Graduate,43575,Single,28-04-2024,3,5862,,19032
192378,,29,Female,Bengaluru,12th,31938,Single,06-10-2023,,19478,14205,19054
192379,,30,Male,Lucknow,Graduate,50263,Married,04-02-2025,2,6546,12624,13963
192380,,28,Male,Delhi,Graduate,59408,Married,12-10-2023,5,3892,12954,21651
192381,Rahul Sharma,21,Male,Delhi,Graduate,52484,Single,13-05-2025,1,12701,21882,11901
192382,,34,Male,Delhi,Graduate,,Single,22-09-2023,0,18959,,21703
192383,,25,Male,Chennai,Postgrad,79122,,10-05-2023,6,,32783,31914
192384,,38,Male,,12th,53737,Single,25-09-2023,4,3274,21349,14167
192385,,27,Male,Lucknow,Graduate,49174,Single,05-06-2023,0,7998,15335,8461
192386,,31,Female,Bengaluru,12th,,Single,05-07-2025,2,9122,23879,
192387,,34,Male,,Graduate,48014,,10-02-2024,4,4169,,16924
192388,,42,Male,Delhi,Postgrad,78570,Single,22-12-2023,5,6686,19289,29151
192389,,28,Female,Kolkata,Graduate,75497,Single,03-07-2024,5,5117,31610,23778
,,20,Male,Delhi,Graduate,54562,Divorced,22-03-2023,,22533,17535,21182
192391,,26,Male,Delhi,12th,33505,Single,31-05-2024,2,6011,17222,13899
192392,,32,Male,Jaipur,,66274,Married,18-02-2024,,25263,26396,25314
192393,,29,Male,Delhi,Graduate,,Divorced,05-09-2023,1,24659,,24842
192394,Karan Gupta,35,Male,Delhi,Graduate,67669,Single,16-04-2025,2,7591,,14789
192395,,29,Female,Delhi,Graduate,48974,Single,04-06-2024,,12539,12531,10633
192396,Nikhil Sharma,30,Male,Delhi,Graduate,55091,Single,11-04-2024,3,5646,15243,20482
192397,,34,Male,Delhi,Postgrad,97559,Married,06-04-2024,,,42382,32426
192398,,31,Male,Hyderabad,Graduate,60686,Married,01-08-2025,4,,,20124
192399,,24,,Delhi,Postgrad,88228,Married,24-04-2024,3,11386,32597,40335
192400,,29,Male,Delhi,12th,36325,Single,04-04-2024,3,4524,7652,12511
192401,,31,,Chennai,12th,20296,Single,19-07-2024,4,3260,14591,14053
192402,,24,Male,Bengaluru,10th,34646,Married,06-05-2025,1,19550,,18532
192403,,21,Female,,Graduate,50591,Single,16-11-2024,2,8368,15436,17528
192404,,,Female,Jaipur,Graduate,39835,Married,21-06-2023,3,6228,17715,21074
192405,,,Female,,10th,35126,Single,23-11-2024,1,8548,15390,8334
192406,,35,Female,Pune,Graduate,,Married,01-04-2023,3,6998,22932,22411
192407,,25,Female,Mumbai,,78194,Single,26-12-2023,2,15263,39060,32504
192408,,24,Male,Delhi,Graduate,35128,Single,02-11-2023,5,4175,9251,20701
192409,,29,Female,,10th,25085,Married,11-06-2025,3,4571,,16111
192410,,26,Female,Mumbai,Graduate,68014,Single,16-06-2024,4,5364,23788,20341
192411,,27,Female,Delhi,10th,34770,Single,31-12-2025,6,1673,14473,11115
192412,,38,Male,Kolkata,Postgrad,60154,Single,,2,,20931,18316
192413,Rohit Patel,34,Male,Pune,Postgrad,,,17-11-2024,2,17475,24869,33751
192414,Sahil Kansal,26,Male,Delhi,Graduate,64730,Single,26-02-2023,1,11418,24873,12478
192415,Anjali Sharma,,Female,Delhi,Graduate,52997,Married,10-04-2025,3,6714,14625,21160
192416,,27,Male,Delhi,10th,27003,Single,05-07-2024,3,3223,17850,10515
192417,,40,Male,Delhi,,59118,Single,17-05-2024,4,7073,26044,25502
192418,,18,Male,,Graduate,55603,Single,07-06-2025,4,5593,17815,22499
192419,Aman Yadav,30,Male,,,91725,Single,06-12-2024,4,,34185,32426
192420,,30,Female,Delhi,,60220,Single,04-11-2024,4,6948,19471,25778
192421,,29,Male,Hyderabad,Postgrad,,Single,29-05-2025,1,29758,22759,26375
192422,,18,Male,Mumbai,Graduate,65394,Single,06-01-2023,6,3478,,19680
192423,Nikhil Agarwal,27,Male,Delhi,Postgrad,85690,,10-07-2025,5,5554,,29152
192424,Riya Sharma,,Female,Kolkata,Graduate,,Married,29-02-2024,,9034,,10872
192425,,34,Male,Delhi,Graduate,57034,Single,20-11-2025,,24877,25591,22741
192426,,,Female,Delhi,Graduate,64759,Married,21-01-2024,3,10036,,26427
192427,,29,Male,Delhi,12th,38906,Single,03-01-2023,3,4534,11594,16745
